N;M;seed;LP_median_objval;LP_median_CPU;INT_median_objval;INT_median_nodes;INT_median_CPU;median_ranking;LP_gap_median;LP_mean_objval;LP_mean_CPU;INT_mean_objval;INT_mean_nodes;INT_mean_CPU;mean_ranking;LP_gap_mean;rowgen_objval;rowgen_nodes;rowgen_iterations;rowgen_constrs;rowgen_CPU;actual_error;approx_error;ratio_error;theta_median;theta_mean;weighted_Kendall;normal_Kendall
17;20;220;188.0;0.012969017028808594;188.0;1;0.012498855590820312;[8, 10, 3, 2, 16, 15, 17, 11, 9, 4, 13, 1, 14, 12, 7, 5, 6];0.0;-286.5699734811957;0.9375133514404297;-287.6433823529412;1;32.033785343170166;[8, 2, 15, 17, 1, 3, 16, 11, 10, 9, 4, 13, 14, 12, 7, 5, 6];-0.0037317349801861965;-287.6433823529411;7;9;104;25.205299139022827;0.0023861207310810206;0.29918400130373546;0.007975428902224621;128510.0;126164.0;244.0;0.14950980392156862
17;30;221;294.0;0.012775421142578125;294.0;1;0.012156248092651367;[1, 16, 2, 9, 10, 8, 13, 12, 7, 4, 6, 15, 17, 11, 3, 5, 14];0.0;-377.1022058823528;1.245776891708374;-377.3713235294118;1;3.8725216388702393;[1, 16, 2, 9, 10, 8, 13, 7, 12, 4, 6, 15, 17, 11, 3, 5, 14];-0.0007131375127873429;-377.3713235294117;1;5;85;1.275456190109253;0.0003735101281273634;0.2864039995238662;0.0013041372632655523;180456.0;180288.0;10.0;0.006127450980392157
17;30;222;190.0;0.013160467147827148;190.0;1;0.013053178787231445;[11, 6, 1, 13, 10, 5, 12, 3, 2, 16, 14, 9, 15, 17, 8, 7, 4];0.0;-440.03242220801366;1.3680791854858398;-440.69485294117646;1;11.792300939559937;[11, 14, 6, 1, 13, 10, 5, 12, 3, 2, 16, 9, 15, 8, 17, 7, 4];-0.0015031506012420648;-440.6948529411766;1;5;98;9.196043252944946;0.0014357795351446212;0.27881518477256806;0.005149574390346777;169932.0;168215.99999999936;130.0;0.07965686274509803
17;30;223;256.0;0.012616634368896484;256.0;1;0.012525081634521484;[4, 2, 16, 14, 11, 10, 7, 5, 15, 13, 3, 1, 9, 12, 8, 6, 17];0.0;-382.23529411764696;1.308685302734375;-383.2904411764705;1;13.006211280822754;[4, 2, 16, 9, 14, 11, 10, 7, 5, 15, 3, 1, 8, 12, 13, 6, 17];-0.002752865569996654;-383.2904411764705;1;6;122;9.548733472824097;0.0014726575822665566;0.2804102500663295;0.005251796544235482;172272.0;171078.00000000006;139.5;0.08547794117647059
17;30;224;340.0;0.012926340103149414;340.0;1;0.012238740921020508;[4, 13, 10, 2, 17, 11, 15, 7, 1, 3, 5, 12, 16, 6, 9, 8, 14];0.0;-344.99064674547253;1.3030126094818115;-345.7132352941178;1;17.68689489364624;[4, 13, 2, 17, 10, 11, 7, 1, 3, 5, 12, 8, 15, 16, 6, 9, 14];-0.002090138516191109;-345.7132352941176;3;7;134;13.73949670791626;0.0006969878582051559;0.29067470008602736;0.0023978277366378193;184486.0;182546.0;103.0;0.06311274509803921
17;30;225;254.0;0.013189077377319336;254.0;1;0.012511491775512695;[16, 2, 9, 1, 12, 17, 8, 14, 11, 10, 6, 13, 4, 5, 15, 3, 7];0.0;-423.26920638945234;1.2950701713562012;-423.8970588235294;1;12.307721614837646;[16, 1, 2, 14, 9, 13, 12, 11, 17, 8, 10, 6, 4, 5, 15, 3, 7];-0.0014811436432693448;-423.89705882352945;1;5;108;5.961199045181274;0.002738102719250235;0.2920355110286854;0.009375923871742032;183292.0;180988.0;172.5;0.1056985294117647
17;30;226;382.0;0.01285409927368164;382.0;1;0.012511253356933594;[8, 6, 1, 10, 12, 5, 2, 16, 3, 17, 13, 7, 14, 9, 15, 11, 4];0.0;-315.80094537815125;1.2850923538208008;-316.17647058823536;1;3.7641470432281494;[8, 6, 1, 10, 2, 5, 16, 3, 12, 17, 13, 7, 14, 9, 15, 11, 4];-0.001187707641196245;-316.17647058823536;1;4;80;2.3196871280670166;0.001274115613868032;0.2933875661664478;0.004342773044257735;188116.0;187538.0;61.5;0.03768382352941176
17;30;227;246.0;0.013204097747802734;246.0;1;0.012144327163696289;[16, 15, 6, 2, 17, 12, 7, 14, 11, 13, 1, 8, 5, 4, 10, 3, 9];0.0;-430.8639705882353;1.2477200031280518;-432.57352941176487;1;12.628902196884155;[16, 6, 15, 2, 7, 17, 11, 13, 1, 8, 5, 4, 12, 14, 10, 3, 9];-0.0039520652728203265;-432.5735294117647;3;7;124;11.652642250061035;0.000164542438607862;0.288484299937339;0.000570368781398509;182314.0;180614.0;158.5;0.09712009803921569
17;30;228;260.0;0.013160467147827148;260.0;1;0.01249074935913086;[15, 8, 11, 2, 14, 9, 1, 3, 10, 12, 5, 16, 13, 4, 6, 17, 7];0.0;-426.6996040723982;1.275766134262085;-427.7095588235296;1;11.526568412780762;[15, 8, 14, 10, 11, 2, 1, 12, 16, 9, 4, 3, 5, 17, 13, 6, 7];-0.0023613097493295765;-427.7095588235294;1;8;140;14.746599197387695;0.0014392356059783618;0.29193026885454515;0.004930066387516204;185362.0;180378.00000000003;185.5;0.11366421568627451
17;30;229;436.0;0.012797117233276367;436.0;1;0.012726068496704102;[10, 5, 7, 6, 14, 15, 1, 4, 17, 3, 8, 13, 12, 9, 2, 16, 11];0.0;-272.925;1.2519705295562744;-273.5661764705883;1;8.495592594146729;[5, 7, 6, 14, 10, 4, 15, 17, 3, 2, 1, 8, 13, 12, 9, 16, 11];-0.002343770998521899;-273.5661764705883;3;7;125;7.622608661651611;0.001444737685697084;0.29606354788380096;0.004879822916477765;191276.0;188450.0;145.5;0.08915441176470588
17;30;230;202.0;0.012923955917358398;202.0;1;0.012260913848876953;[17, 14, 9, 3, 5, 10, 16, 1, 12, 8, 11, 2, 4, 15, 13, 6, 7];0.0;-460.7167647058823;1.312922477722168;-460.94485294117646;1;7.629769325256348;[17, 9, 14, 5, 15, 3, 10, 16, 1, 12, 8, 11, 2, 4, 13, 6, 7];-0.0004948275999585583;-460.9448529411764;1;5;102;3.2250959873199463;0.0024061737588414456;0.28645370979067397;0.008399869426022643;179090.0;176930.0;129.5;0.07935049019607843
17;40;231;256.0;0.012879610061645508;256.0;1;0.012535572052001953;[17, 12, 16, 13, 14, 1, 6, 4, 3, 2, 9, 7, 10, 15, 5, 8, 11];0.0;-597.9597811475566;1.7501411437988281;-598.7647058823529;1;24.096921920776367;[17, 12, 16, 14, 1, 6, 13, 4, 3, 2, 9, 7, 8, 10, 15, 5, 11];-0.0013443089194948854;-598.7647058823529;3;5;129;12.190489768981934;0.0009330645380990488;0.2816254771704983;0.003313139661487956;230030.0;227856.0;54.0;0.03308823529411765
17;40;232;312.0;0.012872695922851562;312.0;1;0.012410879135131836;[15, 3, 5, 16, 14, 6, 1, 17, 7, 12, 9, 2, 8, 11, 4, 10, 13];0.0;-532.2227328431372;1.8801219463348389;-534.3455882352944;3;31.27891182899475;[15, 5, 1, 12, 9, 3, 16, 14, 6, 2, 8, 17, 11, 4, 7, 10, 13];-0.003972813547816423;-534.3455882352941;5;7;181;19.55168128013611;0.0018760510149435916;0.28062964173945537;0.006685149164268867;228304.0;225036.0;276.0;0.16911764705882354
17;40;233;226.0;0.012670040130615234;226.0;1;0.012856483459472656;[15, 10, 1, 6, 17, 9, 16, 11, 13, 5, 4, 12, 7, 8, 2, 3, 14];0.0;-617.557727658371;1.770054817199707;-618.0404411764708;1;10.107883930206299;[15, 10, 5, 1, 6, 17, 9, 16, 11, 13, 4, 12, 7, 8, 2, 3, 14];-0.0007810387248784467;-618.0404411764706;3;4;109;3.186795711517334;0.0009561384257061878;0.27891521510888984;0.0034280611953453554;227136.0;225490.0;94.5;0.057904411764705885
17;40;234;378.0;0.012549877166748047;378.0;1;0.01254129409790039;[2, 5, 4, 17, 13, 1, 12, 6, 16, 15, 14, 8, 3, 9, 7, 11, 10];0.0;-483.16454091054595;1.750199556350708;-483.99264705882365;1;15.928017616271973;[2, 5, 4, 17, 13, 1, 12, 7, 6, 16, 15, 14, 8, 3, 9, 11, 10];-0.0017109891096693808;-483.99264705882354;3;7;158;16.950305223464966;0.00043292239527847887;0.281592598534681;0.0015374068691125775;231682.0;230884.0;59.5;0.036458333333333336
17;40;235;262.0;0.013595342636108398;262.0;1;0.012625455856323242;[13, 6, 17, 5, 9, 3, 12, 7, 1, 2, 15, 16, 14, 4, 8, 11, 10];0.0;-572.0560437589668;1.7808773517608643;-572.1691176470586;1;6.711980104446411;[13, 6, 7, 17, 5, 3, 9, 12, 1, 2, 15, 16, 14, 8, 11, 4, 10];-0.00019762319322091937;-572.1691176470587;1;5;127;3.563375473022461;0.0006145001553318208;0.2769577695776958;0.0022187503758020885;224266.0;223364.00000000003;90.0;0.05514705882352941
17;40;236;324.0;0.013135433197021484;324.0;1;0.012703418731689453;[11, 4, 8, 3, 13, 9, 6, 14, 17, 15, 16, 12, 10, 1, 2, 7, 5];0.0;-576.2207004038066;1.74880051612854;-577.5588235294116;1;19.488741397857666;[4, 8, 3, 13, 17, 10, 9, 11, 15, 6, 12, 1, 14, 16, 2, 7, 5];-0.0023168603284905442;-577.5588235294118;3;7;175;17.977361917495728;0.003344010936736863;0.29096465383258485;0.011492842490280415;244124.0;241585.99999999226;257.0;0.15747549019607843
17;40;237;284.0;0.013115882873535156;284.0;1;0.01250767707824707;[17, 8, 5, 6, 3, 4, 15, 14, 2, 11, 13, 10, 16, 7, 1, 9, 12];0.0;-568.3140271493212;1.8039002418518066;-568.8051470588234;1;13.637533903121948;[8, 17, 5, 3, 4, 14, 6, 15, 2, 16, 11, 7, 13, 10, 1, 9, 12];-0.0008634238140102779;-568.8051470588235;1;6;156;8.708448648452759;0.002162033129577079;0.2823289050437862;0.007657852564694963;230222.0;227870.0;104.0;0.06372549019607843
17;40;238;336.0;0.012909173965454102;336.0;1;0.012676000595092773;[14, 6, 2, 17, 3, 12, 7, 13, 4, 10, 9, 8, 1, 15, 11, 16, 5];0.0;-559.735294117647;1.6930012702941895;-560.9264705882352;3;13.000217199325562;[14, 6, 2, 17, 3, 12, 7, 13, 10, 9, 1, 15, 4, 11, 8, 16, 5];-0.0021235875521066205;-560.9264705882354;3;7;167;12.79062271118164;0.00020806346606883075;0.28798539280729596;0.0007224792342438542;241000.0;240334.0;50.5;0.030943627450980393
17;40;239;522.0;0.01297307014465332;522.0;1;0.012747049331665039;[6, 5, 3, 1, 8, 16, 2, 15, 11, 17, 4, 7, 9, 13, 10, 14, 12];0.0;-404.5318627450979;1.758561372756958;-404.5808823529411;1;2.7884879112243652;[6, 5, 3, 1, 8, 16, 2, 4, 15, 11, 17, 7, 9, 13, 10, 14, 12];-0.00012116145369533982;-404.580882352941;1;4;109;0.45723819732666016;0.0007188474479365992;0.2933744069583553;0.002450273203410821;249326.0;248351.9999999922;28.5;0.017463235294117647
17;40;240;368.0;0.012784719467163086;368.0;1;0.01235651969909668;[3, 11, 1, 14, 5, 8, 4, 10, 9, 16, 6, 13, 2, 12, 15, 7, 17];0.0;-467.6600863171355;1.901808500289917;-469.41911764705856;5;35.05129051208496;[1, 3, 14, 5, 8, 4, 11, 9, 10, 16, 6, 13, 2, 12, 15, 7, 17];-0.0037472511531702057;-469.4191176470588;5;8;196;21.012261152267456;0.00052261154490163;0.27911607745109707;0.001872380658520808;225106.0;223718.0;102.5;0.0628063725490196
17;50;241;226.0;0.012905120849609375;226.0;1;0.013219118118286133;[9, 13, 5, 15, 16, 17, 11, 3, 12, 14, 6, 4, 8, 10, 1, 2, 7];0.0;-832.5051405778659;2.1690125465393066;-833.8970588235296;1;22.858044862747192;[9, 5, 13, 15, 16, 1, 17, 3, 12, 6, 4, 14, 8, 11, 10, 2, 7];-0.0016691727485254049;-833.8970588235294;9;8;212;25.465003490447998;0.0023456675900578317;0.28077826232807784;0.008354163782511822;286254.0;281820.0;177.0;0.10845588235294118
17;50;242;240.0;0.013045787811279297;240.0;1;0.012780189514160156;[12, 10, 15, 17, 14, 2, 3, 8, 16, 13, 1, 4, 11, 6, 7, 5, 9];0.0;-793.2619903074866;2.5369739532470703;-795.3272058823529;1;30.147606372833252;[12, 10, 15, 2, 17, 3, 14, 8, 4, 16, 11, 13, 1, 6, 7, 5, 9];-0.0025966866964838298;-795.3272058823529;1;6;209;12.625495910644531;0.0015821236564625973;0.2780771150946724;0.00568951406132057;279054.0;276822.0000000042;80.0;0.049019607843137254
17;50;243;180.0;0.013011932373046875;180.0;1;0.01280832290649414;[15, 12, 17, 10, 9, 6, 11, 1, 13, 2, 14, 16, 7, 4, 5, 3, 8];0.0;-878.5775602409639;2.2674832344055176;-879.3051470588233;1;23.081671237945557;[15, 12, 17, 10, 9, 6, 11, 1, 13, 2, 14, 16, 3, 7, 4, 5, 8];-0.000827456566463991;-879.3051470588235;1;6;167;12.24019455909729;0.0002127575423230832;0.2796094751892925;0.0007609096300440058;284532.0;283833.99999999994;13.5;0.008272058823529412
17;50;244;466.0;0.012984991073608398;466.0;1;0.013116598129272461;[16, 4, 2, 8, 12, 5, 6, 17, 14, 3, 10, 11, 13, 15, 1, 7, 9];0.0;-644.9779411764706;2.2272021770477295;-645.8786764705884;0;16.152165412902832;[4, 2, 16, 8, 12, 5, 6, 17, 14, 10, 11, 3, 13, 15, 1, 7, 9];-0.0013945889947007961;-645.8786764705883;1;7;196;8.580365657806396;0.00038797231925269404;0.28713117644063707;0.0013512023461266505;298878.0;298590.0;49.0;0.03002450980392157
17;50;245;210.0;0.012657403945922852;210.0;1;0.012873172760009766;[14, 15, 10, 5, 13, 3, 9, 6, 16, 8, 4, 12, 7, 17, 11, 2, 1];0.0;-848.9748911315406;2.2224507331848145;-850.3823529411766;1;23.829741716384888;[14, 15, 13, 10, 3, 5, 16, 8, 4, 9, 6, 12, 7, 17, 11, 2, 1];-0.001655092917636436;-850.3823529411766;3;6;194;14.408421993255615;0.0005529105428919712;0.27976564340111487;0.001976334678448111;285070.0;283579.9999999966;104.5;0.06403186274509803
17;50;246;304.0;0.013049125671386719;304.0;1;0.012898921966552734;[6, 13, 4, 15, 16, 11, 17, 9, 1, 3, 10, 2, 7, 14, 12, 5, 8];0.0;-729.214742278256;2.355966806411743;-732.029411764706;3;63.67803692817688;[6, 13, 4, 15, 16, 11, 17, 9, 10, 7, 1, 3, 2, 14, 12, 5, 8];-0.0038450224010324607;-732.0294117647061;9;8;248;28.285739421844482;0.0003332268476196054;0.2771371048842706;0.0012023898703811503;278336.0;277010.0000000009;41.0;0.025122549019607844
17;50;247;404.0;0.01287388801574707;404.0;1;0.012779712677001953;[5, 11, 8, 6, 17, 14, 16, 1, 12, 4, 10, 15, 2, 7, 3, 13, 9];0.0;-653.1253372908795;2.2216012477874756;-653.5220588235295;1;15.292001485824585;[8, 17, 5, 6, 1, 14, 4, 11, 16, 2, 10, 13, 12, 15, 3, 7, 9];-0.0006070514794315196;-653.5220588235294;1;5;157;4.846085786819458;0.003316406409540784;0.28114585563098843;0.01179603520065278;286324.0;280636.0;241.0;0.14767156862745098
17;50;248;334.0;0.012578248977661133;334.0;1;0.012764215469360352;[12, 10, 6, 9, 1, 4, 2, 7, 17, 13, 15, 5, 16, 8, 11, 14, 3];0.0;-697.8382352941175;2.1685142517089844;-697.8382352941175;1;2.6769731044769287;[12, 10, 1, 6, 9, 4, 2, 7, 17, 13, 15, 5, 16, 8, 11, 14, 3];0.0;-697.8382352941175;1;4;121;0.19302010536193848;0.00016497748057231476;0.2758805407805832;0.0005980033245749171;277074.0;276412.000000001;29.5;0.018075980392156864
17;50;249;442.0;0.012624263763427734;442.0;1;0.012446403503417969;[10, 9, 14, 12, 7, 5, 4, 3, 13, 2, 1, 15, 11, 8, 16, 6, 17];0.0;-616.0587203302373;2.162628650665283;-616.9080882352941;1;17.86569881439209;[10, 9, 14, 7, 12, 5, 4, 3, 13, 2, 1, 15, 11, 8, 6, 16, 17];-0.0013768143443969594;-616.9080882352939;3;5;154;6.487310409545898;0.00023402347582002214;0.27906725756967754;0.0008385916637375173;284434.0;284262.0;17.0;0.010416666666666666
17;50;250;154.0;0.012496471405029297;154.0;1;0.012469053268432617;[13, 8, 12, 15, 9, 4, 3, 17, 10, 14, 2, 16, 11, 1, 6, 5, 7];0.0;-863.1821880406575;2.442425489425659;-864.113970588235;1;37.310394525527954;[13, 12, 9, 15, 16, 8, 4, 3, 17, 10, 14, 11, 1, 2, 6, 5, 7];-0.0010783097823812149;-864.1139705882351;1;6;180;13.345576763153076;0.002836058377381323;0.2765789650817826;0.01025406388567084;275302.0;271628.0;155.5;0.09528186274509803
17;60;251;446.0;0.012970685958862305;446.0;1;0.013218164443969727;[4, 2, 9, 7, 10, 1, 11, 17, 13, 14, 6, 8, 12, 16, 5, 15, 3];0.0;-784.2322525631643;2.862555742263794;-786.4705882352941;1;40.12407636642456;[1, 4, 11, 2, 9, 7, 10, 17, 13, 14, 6, 8, 12, 16, 5, 15, 3];-0.0028460513407784216;-786.4705882352941;1;6;244;15.066479682922363;0.0008365200764818281;0.2760267494371695;0.003030576124189155;331528.0;329174.0;139.0;0.08517156862745098
17;60;252;242.0;0.012991189956665039;242.0;1;0.012472152709960938;[16, 9, 4, 17, 13, 7, 12, 8, 15, 10, 11, 5, 14, 2, 6, 1, 3];0.0;-1061.8253676470588;2.6542398929595947;-1063.0514705882354;1;16.91483473777771;[8, 9, 16, 4, 17, 13, 7, 12, 15, 10, 11, 5, 14, 2, 6, 1, 3];-0.0011533805983054979;-1063.051470588235;1;5;194;3.502035140991211;0.001356235632378744;0.2846590642299578;0.004764421031339891;351616.0;349332.0;125.0;0.07659313725490197
17;60;253;540.0;0.012791872024536133;540.0;1;0.012937784194946289;[16, 1, 8, 7, 6, 10, 9, 17, 2, 4, 15, 11, 5, 14, 3, 13, 12];0.0;-739.525608948807;2.6547863483428955;-740.9595588235293;1;25.687419176101685;[6, 16, 1, 8, 17, 7, 2, 15, 11, 5, 10, 9, 4, 3, 14, 12, 13];-0.0019352606463423072;-740.9595588235295;7;5;200;11.411648988723755;0.001958342163628113;0.2818486881001407;0.006948203934631461;345624.0;340102.0;218.5;0.13388480392156862
17;60;254;390.0;0.01299142837524414;390.0;1;0.012699604034423828;[2, 14, 8, 10, 6, 17, 16, 12, 4, 9, 13, 1, 7, 11, 15, 5, 3];0.0;-835.9846484629657;3.004417896270752;-838.7022058823532;3;64.0108802318573;[2, 14, 8, 10, 6, 17, 16, 12, 4, 11, 9, 13, 3, 1, 5, 7, 15];-0.003240193480269382;-838.7022058823528;5;8;289;27.54308319091797;0.0014990481044535597;0.2765982153821991;0.005419587043908431;331090.0;328164.0000000001;54.0;0.03308823529411765
17;60;255;318.0;0.01274561882019043;318.0;1;0.012874364852905273;[6, 17, 9, 8, 1, 5, 16, 4, 3, 2, 14, 13, 7, 12, 15, 10, 11];0.0;-910.2510709367746;2.909968137741089;-914.2610294117645;5;60.15171027183533;[17, 5, 6, 8, 15, 9, 1, 16, 4, 13, 3, 2, 14, 12, 10, 7, 11];-0.004386010500272541;-914.2610294117645;11;7;282;18.672600507736206;0.001987506117395954;0.27725394542081017;0.007168540430973342;332476.0;326956.0;234.5;0.14368872549019607
17;60;256;250.0;0.012847185134887695;250.0;1;0.012723445892333984;[3, 14, 13, 7, 15, 12, 17, 10, 6, 16, 1, 8, 9, 5, 4, 11, 2];0.0;-974.5808158915803;3.1274185180664062;-975.5588235294117;0;46.50785207748413;[3, 14, 13, 7, 15, 12, 17, 10, 6, 16, 1, 8, 9, 5, 4, 11, 2];-0.0010025101657049618;-975.5588235294119;1;5;182;12.892784833908081;-4.440892098500626e-16;0.27498716763334374;-1.614945212433303e-15;328938.0;328938.00000000035;0.0;0.0
17;60;257;336.0;0.012964010238647461;336.0;1;0.01272130012512207;[9, 5, 2, 7, 14, 12, 13, 10, 15, 8, 17, 4, 6, 11, 3, 16, 1];0.0;-908.8969946340626;2.840127468109131;-911.8235294117649;9;66.3026647567749;[9, 5, 2, 7, 14, 12, 13, 10, 17, 15, 8, 3, 4, 6, 16, 1, 11];-0.0032095407535602805;-911.8235294117645;11;8;298;27.478476524353027;0.00043573984038192126;0.27781653209437346;0.0015684446029795725;335334.0;333328.0;40.5;0.024816176470588234
17;60;258;404.0;0.01287388801574707;404.0;1;0.012728691101074219;[8, 15, 3, 14, 6, 17, 13, 5, 7, 1, 10, 11, 2, 12, 16, 4, 9];0.0;-874.0024509803923;2.707231283187866;-876.1176470588232;1;18.873318433761597;[8, 15, 3, 14, 6, 17, 5, 7, 1, 10, 2, 12, 11, 4, 13, 16, 9];-0.002414283156527808;-876.1176470588236;1;7;265;7.1864142417907715;0.0011973530272009203;0.2828169633408206;0.004233667645168791;344742.0;340442.0;90.0;0.05514705882352941
17;60;259;280.0;0.012813091278076172;280.0;1;0.012405157089233398;[13, 3, 2, 11, 10, 17, 6, 12, 8, 15, 14, 5, 7, 1, 4, 16, 9];0.0;-940.8321121957264;3.115626573562622;-944.0955882352944;1;65.42087864875793;[13, 3, 2, 11, 10, 17, 6, 12, 9, 8, 15, 14, 5, 7, 4, 16, 1];-0.0034567220525498765;-944.0955882352944;3;6;238;18.93471646308899;0.0005182845706220851;0.2757887642483876;0.0018792809490791836;329000.0;327468.0;64.5;0.03952205882352941
17;60;260;498.0;0.012626886367797852;498.0;1;0.012828588485717773;[12, 1, 13, 7, 11, 10, 2, 14, 8, 5, 9, 3, 4, 6, 17, 16, 15];0.0;-760.3550420168067;2.645427703857422;-761.2867647058827;1;18.6085262298584;[12, 1, 13, 7, 11, 10, 2, 14, 5, 8, 9, 3, 4, 6, 17, 16, 15];-0.0012238787435585596;-761.2867647058823;3;6;210;10.117019891738892;0.00042228099849017653;0.27761415897840613;0.0015211075690236072;338400.0;338028.0;9.0;0.0055147058823529415
17;70;261;478.0;0.012584447860717773;478.0;1;0.012291669845581055;[11, 17, 12, 5, 1, 10, 16, 3, 6, 2, 7, 4, 8, 13, 14, 9, 15];0.0;-962.8890110832874;3.5390822887420654;-965.6654411764705;3;76.84325671195984;[11, 5, 17, 12, 10, 9, 6, 16, 1, 2, 3, 7, 4, 8, 13, 15, 14];-0.0028751469968735233;-965.6654411764707;3;7;318;22.839495182037354;0.0041207477678461;0.27939849473886197;0.014748639829636631;391684.0;381542.00000000006;199.0;0.12193627450980392
17;70;262;366.0;0.0127410888671875;366.0;1;0.012580394744873047;[14, 13, 11, 9, 2, 7, 5, 4, 6, 16, 15, 10, 8, 12, 17, 3, 1];0.0;-1118.6384303721488;3.203268527984619;-1119.8235294117646;1;21.30022644996643;[14, 11, 13, 9, 2, 7, 5, 4, 6, 15, 8, 10, 17, 1, 16, 3, 12];-0.0010582908900282906;-1119.8235294117646;1;6;260;4.430689334869385;0.0005212807497071426;0.2806353158733415;0.00185750231785657;399426.0;396182.0;72.0;0.04411764705882353
17;70;263;302.0;0.013025522232055664;302.0;1;0.013231515884399414;[14, 12, 8, 2, 16, 15, 13, 6, 7, 1, 17, 10, 9, 11, 5, 4, 3];0.0;-1129.5065932592604;3.638359546661377;-1131.5441176470588;1;49.036760568618774;[12, 14, 8, 2, 16, 13, 4, 15, 6, 7, 3, 1, 17, 10, 9, 11, 5];-0.0018006583711779323;-1131.5441176470588;3;6;261;15.806053161621094;0.0017016415603718915;0.2767112420833172;0.006149520878011637;386492.0;379349.9999999998;148.0;0.09068627450980392
17;70;264;320.0;0.013019084930419922;320.0;1;0.012528181076049805;[15, 17, 13, 3, 5, 12, 6, 9, 10, 1, 14, 16, 4, 2, 11, 7, 8];0.0;-1134.286603754405;3.178828716278076;-1135.7205882352944;1;24.71156144142151;[15, 17, 5, 12, 13, 9, 3, 6, 14, 10, 16, 4, 1, 2, 11, 7, 8];-0.0012626208380334125;-1135.7205882352941;7;6;239;13.38655424118042;0.0006162977385405499;0.2776266863014651;0.0022198793161812037;391382.0;389128.0;114.5;0.0701593137254902
17;70;265;280.0;0.012851476669311523;280.0;1;0.012707710266113281;[17, 12, 4, 15, 5, 1, 16, 3, 7, 11, 10, 9, 8, 2, 13, 6, 14];0.0;-1150.1294055009603;3.419253349304199;-1152.3750000000007;3;53.70541834831238;[17, 12, 7, 4, 15, 5, 16, 3, 11, 1, 10, 9, 8, 2, 13, 6, 14];-0.0019486664488906902;-1152.375;7;6;271;13.496535778045654;0.0004234175507580318;0.2749098919560624;0.0015402048567452228;384870.0;381729.9999999977;115.5;0.07077205882352941
17;70;266;460.0;0.01287531852722168;460.0;1;0.012790679931640625;[4, 17, 2, 7, 16, 9, 5, 11, 12, 6, 1, 10, 13, 8, 3, 14, 15];0.0;-976.5046714463136;3.4012160301208496;-978.5036764705876;3;41.46815872192383;[17, 2, 4, 7, 16, 5, 9, 11, 12, 6, 1, 10, 14, 13, 8, 3, 15];-0.0020429202999873164;-978.5036764705883;7;7;294;19.434051275253296;0.0006773100160172296;0.2759060492209407;0.00245485743400592;386788.0;385016.0;59.0;0.03615196078431373
17;70;267;578.0;0.012488126754760742;578.0;1;0.012975215911865234;[2, 9, 11, 14, 3, 1, 12, 13, 10, 4, 8, 16, 7, 6, 5, 17, 15];0.0;-851.2649509803922;3.2020885944366455;-851.6066176470592;1;16.587608337402344;[2, 9, 11, 14, 1, 3, 12, 13, 4, 10, 8, 7, 16, 6, 5, 15, 17];-0.00040120245614228;-851.606617647059;1;6;239;7.556464910507202;0.0005774879861873972;0.2741084669690695;0.0021067863848677143;384268.0;383138.0;30.0;0.01838235294117647
17;70;268;414.0;0.012701749801635742;414.0;1;0.012520074844360352;[8, 2, 9, 13, 10, 16, 3, 14, 17, 15, 5, 11, 6, 12, 4, 1, 7];0.0;-1050.327808721641;3.1740522384643555;-1053.4558823529412;7;59.827752113342285;[8, 2, 9, 14, 17, 13, 10, 15, 16, 3, 5, 6, 4, 11, 12, 1, 7];-0.0029693446908412024;-1053.455882352941;9;10;387;34.03548002243042;0.0011502000603511586;0.27929903436965403;0.004118166978081498;395102.0;392302.0;141.5;0.08670343137254902
17;70;269;190.0;0.01301431655883789;190.0;1;0.013120889663696289;[6, 17, 12, 9, 2, 16, 15, 7, 13, 3, 8, 10, 4, 11, 14, 5, 1];0.0;-1191.2874853767996;3.818251371383667;-1197.5551470588234;105;148.9983434677124;[17, 12, 9, 6, 13, 2, 14, 16, 7, 15, 3, 8, 10, 4, 5, 1, 11];-0.005233714453498961;-1197.5551470588234;66;7;310;34.386675119400024;0.0009919597479468578;0.2712362386470882;0.0036571800025494376;373332.0;368000.00000000047;190.5;0.11672794117647059
17;70;270;462.0;0.012757062911987305;462.0;1;0.013421058654785156;[6, 4, 2, 10, 12, 15, 8, 14, 9, 7, 16, 5, 3, 11, 13, 1, 17];0.0;-980.6948712017919;3.210047721862793;-983.0919117647063;5;47.355536460876465;[6, 15, 4, 2, 10, 12, 8, 14, 9, 7, 16, 5, 17, 3, 11, 13, 1];-0.0024382669964312376;-983.0919117647061;13;5;236;13.233741760253906;0.0005843280472560552;0.27592952349157757;0.0021176713526774573;388466.0;385160.0;78.0;0.04779411764705882
17;80;271;384.0;0.012927055358886719;384.0;1;0.01329660415649414;[11, 16, 14, 9, 6, 17, 1, 3, 8, 15, 4, 10, 2, 12, 13, 7, 5];0.0;-1227.1259062887991;4.0910115242004395;-1231.5625000000002;3;75.27258586883545;[16, 14, 9, 6, 11, 17, 1, 10, 2, 3, 8, 15, 4, 12, 13, 7, 5];-0.003602410524192745;-1231.5625000000002;3;6;331;18.72497272491455;0.0010134980296456764;0.273427520366903;0.003706642360965342;434738.0;431398.0;137.0;0.08394607843137254
